Year,Exporter,Importer,Weight,Exporter_region,Import_region
2017,Brazil,United States,336619.88,Latin America and the Caribbean,Northern America
2017,Brazil,Germany,326337.9,Latin America and the Caribbean,Europe
2017,Colombia,United States,318107.3,Latin America and the Caribbean,Northern America
2017,Vietnam,Germany,225440.19,Eastern and South-Eastern Asia (excl. China),Europe
2017,Vietnam,United States,196384.4,Eastern and South-Eastern Asia (excl. China),Northern America
2017,Vietnam,"Areas, nes",168633.0,Eastern and South-Eastern Asia (excl. China),
2017,Brazil,Italy,165792.9,Latin America and the Caribbean,Europe
2017,Vietnam,Italy,121832.61,Eastern and South-Eastern Asia (excl. China),Europe
2017,Brazil,Japan,112848.45,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2017,Honduras,Germany,108556.97,Latin America and the Caribbean,Europe
2017,Vietnam,Spain,100955.734,Eastern and South-Eastern Asia (excl. China),Europe
2017,Vietnam,Japan,86681.0,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2017,Honduras,United States,78917.52,Latin America and the Caribbean,Northern America
2017,Nicaragua,United States,78526.484,Latin America and the Caribbean,Northern America
2017,Guatemala,United States,75025.6,Latin America and the Caribbean,Northern America
2017,India,Italy,74494.664,Central and Southern Asia,Europe
2017,Colombia,Japan,70893.234,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2017,Brazil,Belgium,68091.17,Latin America and the Caribbean,Europe
2017,Indonesia,United States,67150.12,Eastern and South-Eastern Asia (excl. China),Northern America
2017,Germany,Poland,61773.414,Europe,Europe
2017,Peru,United States,60276.992,Latin America and the Caribbean,Northern America
2017,Vietnam,Algeria,59213.094,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia
2017,United States,Canada,56909.996,Northern America,Northern America
2017,Germany,United States,54995.633,Europe,Northern America
2017,Colombia,Canada,53757.0,Latin America and the Caribbean,Northern America
2017,Colombia,Germany,53037.55,Latin America and the Caribbean,Europe
2017,Peru,Germany,52205.0,Latin America and the Caribbean,Europe
2017,Uganda,Italy,51618.477,Sub-Saharan Africa,Europe
2017,Brazil,Turkey,50826.688,Latin America and the Caribbean,Northern Africa and Western Asia
2017,Honduras,Belgium,50691.555,Latin America and the Caribbean,Europe
2017,Mexico,United States,50626.58,Latin America and the Caribbean,Northern America
2017,Vietnam,Russian Federation,49468.727,Eastern and South-Eastern Asia (excl. China),Europe
2017,Brazil,France,48636.375,Latin America and the Caribbean,Europe
2017,Indonesia,Germany,46860.805,Eastern and South-Eastern Asia (excl. China),Europe
2017,Canada,United States,44962.492,Northern America,Northern America
2017,Vietnam,India,43777.97,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia
2017,Brazil,Spain,42144.402,Latin America and the Caribbean,Europe
2017,Indonesia,Malaysia,41935.54,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2017,Brazil,Canada,40997.848,Latin America and the Caribbean,Northern America
2017,Uganda,Germany,39388.523,Sub-Saharan Africa,Europe
2017,Indonesia,Russian Federation,38352.023,Eastern and South-Eastern Asia (excl. China),Europe
2017,Vietnam,France,37604.0,Eastern and South-Eastern Asia (excl. China),Europe
2017,India,Germany,37217.867,Central and Southern Asia,Europe
2017,Vietnam,Belgium,36851.848,Eastern and South-Eastern Asia (excl. China),Europe
2017,Italy,Germany,36789.73,Europe,Europe
2017,Indonesia,Italy,36477.562,Eastern and South-Eastern Asia (excl. China),Europe
2017,Brazil,Sweden,36452.33,Latin America and the Caribbean,Europe
2017,Ethiopia,Saudi Arabia,35894.56,Sub-Saharan Africa,Northern Africa and Western Asia
2017,Vietnam,Mexico,35720.5,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean
2017,Vietnam,Thailand,35309.195,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2017,Brazil,Switzerland,33590.105,Latin America and the Caribbean,Europe
2017,Vietnam,"Korea, Republic",33227.742,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2017,Ethiopia,Germany,33053.586,Sub-Saharan Africa,Europe
2017,Vietnam,United Kingdom,32904.85,Eastern and South-Eastern Asia (excl. China),Europe
2017,Brazil,United Kingdom,32520.527,Latin America and the Caribbean,Europe
2017,Belgium,Netherlands,32421.66,Europe,Europe
2017,Brazil,Russian Federation,31887.93,Latin America and the Caribbean,Europe
2017,Indonesia,Japan,30617.984,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2017,Germany,Netherlands,30215.566,Europe,Europe
2017,Brazil,Finland,30150.828,Latin America and the Caribbean,Europe
2017,Guatemala,Japan,30001.213,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2017,Netherlands,France,29839.5,Europe,Europe
2017,Germany,Poland,29439.502,Europe,Europe
2017,Costa Rica,United States,29179.758,Latin America and the Caribbean,Northern America
2017,Vietnam,Poland,28089.69,Eastern and South-Eastern Asia (excl. China),Europe
2017,Cote d'Ivoire,Algeria,27499.71,Sub-Saharan Africa,Northern Africa and Western Asia
2017,Colombia,"Korea, Republic",26986.602,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2017,Brazil,"Korea, Republic",26513.635,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2017,Switzerland,France,25267.463,Europe,Europe
2017,Honduras,Italy,24816.832,Latin America and the Caribbean,Europe
2017,Colombia,Belgium,24690.098,Latin America and the Caribbean,Europe
2017,China,"China, Hong Kong SAR",24324.283,China,China
2017,Germany,Spain,23949.992,Europe,Europe
2017,Ethiopia,United States,23888.059,Sub-Saharan Africa,Northern America
2017,Vietnam,Malaysia,23827.527,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2017,Guatemala,Canada,23748.564,Latin America and the Caribbean,Northern America
2017,Brazil,Argentina,22780.553,Latin America and the Caribbean,Latin America and the Caribbean
2017,Brazil,Lebanon,22598.164,Latin America and the Caribbean,Northern Africa and Western Asia
2017,Uganda,Sudan,22541.568,Sub-Saharan Africa,Northern Africa and Western Asia
2017,Ethiopia,Japan,22161.156,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China)
2017,Indonesia,United Kingdom,21937.521,Eastern and South-Eastern Asia (excl. China),Europe
2017,Colombia,United Kingdom,21772.78,Latin America and the Caribbean,Europe
2017,Lao PDR,Vietnam,21440.676,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2017,Germany,France,21293.49,Europe,Europe
2017,Colombia,Italy,20654.16,Latin America and the Caribbean,Europe
2017,Italy,France,20164.016,Europe,Europe
2017,Indonesia,China,20126.623,Eastern and South-Eastern Asia (excl. China),China
2017,Colombia,Switzerland,19991.543,Latin America and the Caribbean,Europe
2017,Indonesia,Egypt,19873.941,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia
2017,Vietnam,Ecuador,19832.6,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean
2017,Indonesia,Algeria,19146.596,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia
2017,Brazil,Australia,18880.828,Latin America and the Caribbean,Australia and New Zealand
2017,China,Germany,18671.354,China,Europe
2017,Vietnam,Philippines,18603.363,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2017,Uganda,Belgium,18386.764,Sub-Saharan Africa,Europe
2017,Germany,Austria,18373.36,Europe,Europe
2017,Brazil,Netherlands,18342.797,Latin America and the Caribbean,Europe
2017,Germany,Netherlands,17576.05,Europe,Europe
