Year,Exporter,Importer,Weight,Exporter_region,Import_region
2001,Brazil,Germany,220329.16,Latin America and the Caribbean,Europe
2001,Colombia,United States,184394.53,Latin America and the Caribbean,Northern America
2001,Guatemala,United States,114492.0,Latin America and the Caribbean,Northern America
2001,Brazil,Italy,109925.84,Latin America and the Caribbean,Europe
2001,Brazil,United States,109635.81,Latin America and the Caribbean,Northern America
2001,Colombia,Germany,103235.97,Latin America and the Caribbean,Europe
2001,Brazil,Japan,93383.39,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2001,Mexico,United States,85666.75,Latin America and the Caribbean,Northern America
2001,Colombia,Japan,67321.055,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2001,Brazil,France,64797.805,Latin America and the Caribbean,Europe
2001,Cote d'Ivoire,France,64789.23,Sub-Saharan Africa,Europe
2001,Indonesia,Japan,62922.527,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2001,Vietnam,Germany,60366.758,Eastern and South-Eastern Asia (excl. China),Europe
2001,Costa Rica,United States,59080.7,Latin America and the Caribbean,Northern America
2001,Cote d'Ivoire,Algeria,55453.492,Sub-Saharan Africa,Northern Africa and Western Asia
2001,Vietnam,United States,52181.5,Eastern and South-Eastern Asia (excl. China),Northern America
2001,Peru,Germany,46426.707,Latin America and the Caribbean,Europe
2001,United States,Canada,44428.688,Northern America,Northern America
2001,Brazil,Spain,42469.133,Latin America and the Caribbean,Europe
2001,Indonesia,Germany,42305.887,Eastern and South-Eastern Asia (excl. China),Europe
2001,Cameroon,Italy,39416.61,Sub-Saharan Africa,Europe
2001,Brazil,Syria,38956.02,Latin America and the Caribbean,Northern Africa and Western Asia
2001,Brazil,Belgium,38146.44,Latin America and the Caribbean,Europe
2001,Indonesia,United States,37118.125,Eastern and South-Eastern Asia (excl. China),Northern America
2001,Mexico,"Areas, nes",37091.2,Latin America and the Caribbean,
2001,India,Italy,35018.367,Central and Southern Asia,Europe
2001,Honduras,Germany,34514.184,Latin America and the Caribbean,Europe
2001,El Salvador,Germany,34195.39,Latin America and the Caribbean,Europe
