Year,Exporter,Importer,Weight,Exporter_region,Import_region
2010,Brazil,Germany,379156.94,Latin America and the Caribbean,Europe
2010,Brazil,United States,360551.94,Latin America and the Caribbean,Northern America
2010,Vietnam,United States,186587.55,Eastern and South-Eastern Asia (excl. China),Northern America
2010,Vietnam,Germany,181518.1,Eastern and South-Eastern Asia (excl. China),Europe
2010,Vietnam,"Areas, nes",171824.0,Eastern and South-Eastern Asia (excl. China),
2010,Brazil,Italy,162099.03,Latin America and the Caribbean,Europe
2010,Colombia,United States,160337.14,Latin America and the Caribbean,Northern America
2010,Brazil,Japan,123450.68,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2010,Vietnam,Spain,87232.83,Eastern and South-Eastern Asia (excl. China),Europe
2010,Brazil,Belgium,84880.734,Latin America and the Caribbean,Europe
2010,Vietnam,Italy,83587.92,Eastern and South-Eastern Asia (excl. China),Europe
2010,Colombia,Japan,79895.664,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2010,Peru,Germany,79886.66,Latin America and the Caribbean,Europe
2010,Guatemala,United States,78678.47,Latin America and the Caribbean,Northern America
2010,Indonesia,United States,71645.22,Eastern and South-Eastern Asia (excl. China),Northern America
2010,United States,Canada,70969.52,Northern America,Northern America
2010,Indonesia,Germany,65635.53,Eastern and South-Eastern Asia (excl. China),Europe
2010,Honduras,Germany,62203.527,Latin America and the Caribbean,Europe
2010,Indonesia,Japan,59114.156,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2010,Cote d'Ivoire,Algeria,56785.523,Sub-Saharan Africa,Northern Africa and Western Asia
2010,Brazil,Spain,54792.297,Latin America and the Caribbean,Europe
2010,Vietnam,Japan,53836.855,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2010,Germany,United States,53098.28,Europe,Northern America
2010,Germany,Poland,52442.477,Europe,Europe
2010,India,Italy,52312.72,Central and Southern Asia,Europe
2010,Mexico,United States,48822.906,Latin America and the Caribbean,Northern America
2010,Peru,United States,48805.906,Latin America and the Caribbean,Northern America
2010,Brazil,France,48401.22,Latin America and the Caribbean,Europe
2010,Ethiopia,Germany,46569.277,Sub-Saharan Africa,Europe
2010,Nicaragua,United States,44520.516,Latin America and the Caribbean,Northern America
2010,Brazil,Sweden,41959.605,Latin America and the Caribbean,Europe
2010,Costa Rica,United States,40777.5,Latin America and the Caribbean,Northern America
2010,Brazil,Switzerland,36562.125,Latin America and the Caribbean,Europe
2010,Guatemala,Japan,35700.32,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2010,Colombia,Canada,34594.074,Latin America and the Caribbean,Northern America
2010,Vietnam,"Korea, Republic",33597.582,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2010,Uganda,Germany,32257.57,Sub-Saharan Africa,Europe
2010,Vietnam,Belgium,31685.4,Eastern and South-Eastern Asia (excl. China),Europe
2010,Vietnam,Russian Federation,30517.93,Eastern and South-Eastern Asia (excl. China),Europe
2010,Brazil,Argentina,29713.57,Latin America and the Caribbean,Latin America and the Caribbean
2010,Brazil,Finland,29120.062,Latin America and the Caribbean,Europe
2010,Brazil,Canada,29052.367,Latin America and the Caribbean,Northern America
2010,Vietnam,United Kingdom,28404.36,Eastern and South-Eastern Asia (excl. China),Europe
