Year,Exporter,Importer,Weight,Exporter_region,Import_region
2009,Kenya,Egypt,69520.34,Sub-Saharan Africa,Northern Africa and Western Asia
2009,Kenya,United Kingdom,66898.16,Sub-Saharan Africa,Europe
2009,Kenya,Pakistan,60084.65,Sub-Saharan Africa,Central and Southern Asia
2009,China,Morocco,53471.07,China,Northern Africa and Western Asia
2009,India,Russian Federation,40615.344,Central and Southern Asia,Europe
2009,Argentina,United States,39237.2,Latin America and the Caribbean,Northern America
2009,Sri Lanka,Russian Federation,33688.28,Central and Southern Asia,Europe
2009,Kenya,Afghanistan,31994.596,Sub-Saharan Africa,Central and Southern Asia
2009,Brazil,Uruguay,27680.92,Latin America and the Caribbean,Latin America and the Caribbean
2009,Sri Lanka,United Arab Emirates,24748.234,Central and Southern Asia,Northern Africa and Western Asia
2009,United Arab Emirates,Oman,23991.832,Northern Africa and Western Asia,Northern Africa and Western Asia
2009,Kenya,Former Sudan,23165.957,Sub-Saharan Africa,
2009,Uganda,Kenya,22990.871,Sub-Saharan Africa,Sub-Saharan Africa
2009,Argentina,Syria,22426.719,Latin America and the Caribbean,Northern Africa and Western Asia
2009,Sri Lanka,Iran,22226.955,Central and Southern Asia,Central and Southern Asia
2009,China,Uzbekistan,21795.275,China,Central and Southern Asia
2009,Vietnam,Russian Federation,20190.447,Eastern and South-Eastern Asia (excl. China),Europe
2009,Malawi,South Africa,18444.691,Sub-Saharan Africa,Sub-Saharan Africa
2009,Indonesia,Russian Federation,17607.541,Eastern and South-Eastern Asia (excl. China),Europe
2009,India,United Kingdom,16328.977,Central and Southern Asia,Europe
2009,Sri Lanka,Syria,16068.218,Central and Southern Asia,Northern Africa and Western Asia
2009,Sri Lanka,Russian Federation,14965.475,Central and Southern Asia,Europe
2009,China,Japan,14144.041,China,Eastern and South-Eastern Asia (excl. China)
2009,Kenya,Russian Federation,14015.047,Sub-Saharan Africa,Europe
2009,Kenya,Yemen,13934.259,Sub-Saharan Africa,Northern Africa and Western Asia
2009,China,United States,13162.6,China,Northern America
2009,Kenya,United Arab Emirates,12990.555,Sub-Saharan Africa,Northern Africa and Western Asia
2009,Sri Lanka,Syria,12986.442,Central and Southern Asia,Northern Africa and Western Asia
2009,Rwanda,Kenya,12285.018,Sub-Saharan Africa,Sub-Saharan Africa
2009,India,United Arab Emirates,11790.157,Central and Southern Asia,Northern Africa and Western Asia
2009,United Arab Emirates,Saudi Arabia,11545.0,Northern Africa and Western Asia,Northern Africa and Western Asia
2009,China,Russian Federation,11338.086,China,Europe
2009,Vietnam,"Other Asia, nes",11264.395,Eastern and South-Eastern Asia (excl. China),
2009,India,United Arab Emirates,10822.141,Central and Southern Asia,Northern Africa and Western Asia
2009,Uganda,Kenya,10767.7705,Sub-Saharan Africa,Sub-Saharan Africa
2009,India,Iran,10705.69,Central and Southern Asia,Central and Southern Asia
2009,Tanzania,Kenya,10522.561,Sub-Saharan Africa,Sub-Saharan Africa
