Year,Exporter,Importer,Weight,Exporter_region,Import_region
2001,Kenya,United Kingdom,71554.836,Sub-Saharan Africa,Europe
2001,Kenya,Pakistan,64571.19,Sub-Saharan Africa,Central and Southern Asia
2001,Kenya,Egypt,50836.41,Sub-Saharan Africa,Northern Africa and Western Asia
2001,India,Russian Federation,34218.42,Central and Southern Asia,Europe
2001,India,Russian Federation,33197.84,Central and Southern Asia,Europe
2001,Sri Lanka,Russian Federation,29600.562,Central and Southern Asia,Europe
2001,China,Morocco,27359.148,China,Northern Africa and Western Asia
2001,Sri Lanka,United Arab Emirates,26016.104,Central and Southern Asia,Northern Africa and Western Asia
2001,Sri Lanka,Russian Federation,22711.184,Central and Southern Asia,Europe
2001,Brazil,Uruguay,22683.97,Latin America and the Caribbean,Latin America and the Caribbean
2001,India,United Kingdom,21601.459,Central and Southern Asia,Europe
2001,Argentina,United States,21582.797,Latin America and the Caribbean,Northern America
2001,Sri Lanka,Libya,19045.86,Central and Southern Asia,Northern Africa and Western Asia
2001,Sri Lanka,Syria,18859.336,Central and Southern Asia,Northern Africa and Western Asia
2001,China,Uzbekistan,18355.352,China,Central and Southern Asia
2001,China,Japan,18250.16,China,Eastern and South-Eastern Asia (excl. China)
2001,Uganda,Kenya,18075.402,Sub-Saharan Africa,Sub-Saharan Africa
2001,Kenya,Afghanistan,18058.926,Sub-Saharan Africa,Central and Southern Asia
2001,China,Japan,17771.816,China,Eastern and South-Eastern Asia (excl. China)
2001,Rwanda,Kenya,15623.616,Sub-Saharan Africa,Sub-Saharan Africa
2001,Kenya,Former Sudan,14728.472,Sub-Saharan Africa,
2001,India,United Arab Emirates,14248.75,Central and Southern Asia,Northern Africa and Western Asia
2001,Tanzania,Kenya,14061.228,Sub-Saharan Africa,Sub-Saharan Africa
2001,Argentina,Syria,13513.529,Latin America and the Caribbean,Northern Africa and Western Asia
2001,Malawi,United Kingdom,12552.974,Sub-Saharan Africa,Europe
2001,Argentina,Brazil,12237.381,Latin America and the Caribbean,Latin America and the Caribbean
2001,Sri Lanka,Iraq,11730.782,Central and Southern Asia,Northern Africa and Western Asia
2001,China,Morocco,10432.262,China,Northern Africa and Western Asia
2001,Indonesia,United Kingdom,9565.059,Eastern and South-Eastern Asia (excl. China),Europe
2001,India,Kazakhstan,9540.731,Central and Southern Asia,Central and Southern Asia
2001,South Africa,United Kingdom,9194.425,Sub-Saharan Africa,Europe
2001,Sri Lanka,Iran,9076.811,Central and Southern Asia,Central and Southern Asia
2001,Kenya,Yemen,9049.311,Sub-Saharan Africa,Northern Africa and Western Asia
2001,Kenya,United Arab Emirates,8882.687,Sub-Saharan Africa,Northern Africa and Western Asia
2001,Indonesia,Pakistan,8771.185,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia
2001,Sri Lanka,Turkey,8722.464,Central and Southern Asia,Northern Africa and Western Asia
2001,India,Iraq,8617.386,Central and Southern Asia,Northern Africa and Western Asia
2001,Sri Lanka,United Arab Emirates,8385.777,Central and Southern Asia,Northern Africa and Western Asia
2001,India,Iraq,8094.047,Central and Southern Asia,Northern Africa and Western Asia
2001,China,"China, Hong Kong SAR",8074.1514,China,China
2001,Indonesia,Russian Federation,7888.0215,Eastern and South-Eastern Asia (excl. China),Europe
2001,China,Mali,7655.176,China,Sub-Saharan Africa
2001,India,United Arab Emirates,7603.71,Central and Southern Asia,Northern Africa and Western Asia
2001,Malawi,South Africa,7592.0117,Sub-Saharan Africa,Sub-Saharan Africa
2001,Cote d'Ivoire,Angola,7386.055,Sub-Saharan Africa,Sub-Saharan Africa
2001,China,Pakistan,7345.419,China,Central and Southern Asia
2001,India,Poland,6891.897,Central and Southern Asia,Europe
2001,Sri Lanka,Japan,6850.8345,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China)
2001,China,Russian Federation,6767.625,China,Europe
2001,Sri Lanka,United Kingdom,6689.53,Central and Southern Asia,Europe
2001,Sri Lanka,Tunisia,6669.4033,Central and Southern Asia,Northern Africa and Western Asia
2001,India,Germany,6620.6743,Central and Southern Asia,Europe
2001,Sri Lanka,Syria,6169.864,Central and Southern Asia,Northern Africa and Western Asia
2001,Germany,Special Categories,6022.5,Europe,
2001,Sri Lanka,Chile,5846.16,Central and Southern Asia,Latin America and the Caribbean
2001,China,Senegal,5633.2266,China,Sub-Saharan Africa
2001,China,Nigeria,5625.7764,China,Sub-Saharan Africa
2001,Sri Lanka,Germany,5602.5625,Central and Southern Asia,Europe
2001,Malawi,United States,5495.7666,Sub-Saharan Africa,Northern America
2001,Indonesia,Germany,5491.174,Eastern and South-Eastern Asia (excl. China),Europe
2001,Kenya,United States,5388.73,Sub-Saharan Africa,Northern America
2001,Zimbabwe,South Africa,5372.3486,Sub-Saharan Africa,Sub-Saharan Africa
2001,Indonesia,Netherlands,5357.4414,Eastern and South-Eastern Asia (excl. China),Europe
2001,Vietnam,Iraq,5308.241,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia
2001,China,United States,5245.6685,China,Northern America
2001,China,Turkmenistan,5175.914,China,Central and Southern Asia
2001,Indonesia,India,5098.1855,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia
2001,Germany,United States,5089.876,Europe,Northern America
2001,Sri Lanka,Jordan,4990.0107,Central and Southern Asia,Northern Africa and Western Asia
2001,India,Iran,4988.5884,Central and Southern Asia,Central and Southern Asia
2001,China,Algeria,4935.6113,China,Northern Africa and Western Asia
2001,Argentina,United Kingdom,4855.967,Latin America and the Caribbean,Europe
2001,Sri Lanka,Ukraine,4824.2666,Central and Southern Asia,Europe
2001,Kenya,Ireland,4725.21,Sub-Saharan Africa,Europe
2001,Sri Lanka,Ukraine,4661.9746,Central and Southern Asia,Europe
2001,United Kingdom,Canada,4536.951,Europe,Northern America
2001,India,Kazakhstan,4507.0693,Central and Southern Asia,Central and Southern Asia
2001,Sri Lanka,Saudi Arabia,4498.202,Central and Southern Asia,Northern Africa and Western Asia
2001,China,United Kingdom,4380.8936,China,Europe
2001,China,Poland,4324.9927,China,Europe
2001,India,Saudi Arabia,4298.6904,Central and Southern Asia,Northern Africa and Western Asia
2001,United Arab Emirates,Iran,4238.124,Northern Africa and Western Asia,Central and Southern Asia
2001,Uganda,Kenya,4126.84,Sub-Saharan Africa,Sub-Saharan Africa
2001,Indonesia,United States,4065.5178,Eastern and South-Eastern Asia (excl. China),Northern America
2001,Indonesia,Australia,4037.0518,Eastern and South-Eastern Asia (excl. China),Australia and New Zealand
2001,Indonesia,Malaysia,3980.0872,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2001,India,United States,3886.6414,Central and Southern Asia,Northern America
2001,China,Pakistan,3873.49,China,Central and Southern Asia
2001,United Arab Emirates,Saudi Arabia,3813.0,Northern Africa and Western Asia,Northern Africa and Western Asia
