Year,Exporter,Importer,Weight,Exporter_region,Import_region
2019,Brazil,United States,441811.6,Latin America and the Caribbean,Northern America
2019,Brazil,Germany,384094.94,Latin America and the Caribbean,Europe
2019,Colombia,United States,328913.9,Latin America and the Caribbean,Northern America
2019,Vietnam,Germany,228682.78,Eastern and South-Eastern Asia (excl. China),Europe
2019,Brazil,Italy,211035.6,Latin America and the Caribbean,Europe
2019,Brazil,Japan,151769.47,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2019,Vietnam,United States,146823.56,Eastern and South-Eastern Asia (excl. China),Northern America
2019,Vietnam,Italy,133919.28,Eastern and South-Eastern Asia (excl. China),Europe
2019,Vietnam,Spain,125990.734,Eastern and South-Eastern Asia (excl. China),Europe
2019,Brazil,Belgium,92393.31,Latin America and the Caribbean,Europe
2019,Vietnam,Japan,89721.64,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2019,Nicaragua,United States,86464.45,Latin America and the Caribbean,Northern America
2019,Honduras,"Areas, nes",85072.96,Latin America and the Caribbean,
2019,Guatemala,United States,82473.14,Latin America and the Caribbean,Northern America
2019,Vietnam,Russian Federation,82315.59,Eastern and South-Eastern Asia (excl. China),Europe
2019,Honduras,Germany,82246.5,Latin America and the Caribbean,Europe
2019,Honduras,United States,75549.24,Latin America and the Caribbean,Northern America
2019,Vietnam,Algeria,69402.78,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia
2019,India,Italy,68767.266,Central and Southern Asia,Europe
2019,Brazil,Turkey,67745.27,Latin America and the Caribbean,Northern Africa and Western Asia
2019,Uganda,Italy,66881.89,Sub-Saharan Africa,Europe
2019,Colombia,Germany,63258.47,Latin America and the Caribbean,Europe
2019,Germany,Poland,62419.438,Europe,Europe
2019,Colombia,Japan,62049.242,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2019,Colombia,Canada,61680.68,Latin America and the Caribbean,Northern America
2019,Peru,United States,59900.64,Latin America and the Caribbean,Northern America
2019,Indonesia,United States,58445.227,Eastern and South-Eastern Asia (excl. China),Northern America
2019,Vietnam,United Kingdom,54472.566,Eastern and South-Eastern Asia (excl. China),Europe
2019,Germany,United States,53699.85,Europe,Northern America
2019,Peru,Germany,52116.14,Latin America and the Caribbean,Europe
2019,Brazil,France,51135.39,Latin America and the Caribbean,Europe
2019,Vietnam,Belgium,51103.48,Eastern and South-Eastern Asia (excl. China),Europe
2019,Italy,Germany,49762.13,Europe,Europe
2019,Brazil,United Kingdom,49346.64,Latin America and the Caribbean,Europe
2019,Brazil,Spain,49242.914,Latin America and the Caribbean,Europe
2019,Ethiopia,Germany,49100.613,Sub-Saharan Africa,Europe
2019,Brazil,Canada,48822.266,Latin America and the Caribbean,Northern America
2019,United States,Canada,48062.83,Northern America,Northern America
2019,Switzerland,France,45522.375,Europe,Europe
2019,Mexico,United States,45250.125,Latin America and the Caribbean,Northern America
2019,Brazil,Russian Federation,44863.01,Latin America and the Caribbean,Europe
2019,Cote d'Ivoire,Algeria,44363.16,Sub-Saharan Africa,Northern Africa and Western Asia
2019,Canada,United States,42235.242,Northern America,Northern America
2019,Ethiopia,Saudi Arabia,41260.375,Sub-Saharan Africa,Northern Africa and Western Asia
2019,Vietnam,Malaysia,40359.062,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2019,Brazil,Sweden,39942.285,Latin America and the Caribbean,Europe
2019,Vietnam,India,39573.664,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia
2019,Uganda,Germany,39062.664,Sub-Saharan Africa,Europe
2019,Uganda,Sudan,38325.7,Sub-Saharan Africa,Northern Africa and Western Asia
