Year,Exporter,Importer,Weight,Exporter_region,Import_region
2008,Brazil,Germany,286322.12,Latin America and the Caribbean,Europe
2008,Brazil,United States,285973.47,Latin America and the Caribbean,Northern America
2008,Colombia,United States,226621.92,Latin America and the Caribbean,Northern America
2008,Brazil,Italy,163693.31,Latin America and the Caribbean,Europe
2008,Vietnam,Germany,152062.53,Eastern and South-Eastern Asia (excl. China),Europe
2008,Guatemala,United States,121077.42,Latin America and the Caribbean,Northern America
2008,Vietnam,United States,116919.16,Eastern and South-Eastern Asia (excl. China),Northern America
2008,Brazil,Belgium,105190.0,Latin America and the Caribbean,Europe
2008,Vietnam,"Areas, nes",104370.91,Eastern and South-Eastern Asia (excl. China),
2008,Brazil,Japan,100312.31,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2008,Indonesia,Germany,93019.73,Eastern and South-Eastern Asia (excl. China),Europe
2008,Vietnam,Spain,84031.56,Eastern and South-Eastern Asia (excl. China),Europe
2008,Vietnam,Italy,82454.84,Eastern and South-Eastern Asia (excl. China),Europe
2008,Colombia,Japan,78989.695,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2008,Indonesia,United States,77414.875,Eastern and South-Eastern Asia (excl. China),Northern America
2008,Vietnam,Belgium,73757.17,Eastern and South-Eastern Asia (excl. China),Europe
2008,Colombia,Germany,73655.05,Latin America and the Caribbean,Europe
2008,Germany,United States,68225.195,Europe,Northern America
2008,Peru,Germany,60756.316,Latin America and the Caribbean,Europe
2008,Brazil,Spain,60315.777,Latin America and the Caribbean,Europe
2008,Costa Rica,United States,59768.45,Latin America and the Caribbean,Northern America
2008,Mexico,United States,59682.49,Latin America and the Caribbean,Northern America
2008,Peru,United States,58612.47,Latin America and the Caribbean,Northern America
2008,United States,Canada,57307.66,Northern America,Northern America
2008,Vietnam,Japan,56973.68,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2008,Cote d'Ivoire,Algeria,52806.652,Sub-Saharan Africa,Northern Africa and Western Asia
2008,Honduras,United States,52524.32,Latin America and the Caribbean,Northern America
2008,Indonesia,Japan,52444.03,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
