Year,Exporter,Importer,Weight,Exporter_region,Import_region
2009,Brazil,Germany,362665.56,Latin America and the Caribbean,Europe
2009,Brazil,United States,320747.12,Latin America and the Caribbean,Northern America
2009,Colombia,United States,184734.4,Latin America and the Caribbean,Northern America
2009,Vietnam,Germany,154638.44,Eastern and South-Eastern Asia (excl. China),Europe
2009,Brazil,Italy,153516.19,Latin America and the Caribbean,Europe
2009,Vietnam,United States,146456.34,Eastern and South-Eastern Asia (excl. China),Northern America
2009,Vietnam,"Areas, nes",111617.99,Eastern and South-Eastern Asia (excl. China),
2009,Brazil,Japan,111070.64,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2009,Guatemala,United States,103759.71,Latin America and the Caribbean,Northern America
2009,Brazil,Belgium,99636.75,Latin America and the Caribbean,Europe
2009,Vietnam,Italy,87951.766,Eastern and South-Eastern Asia (excl. China),Europe
2009,Vietnam,Spain,87730.42,Eastern and South-Eastern Asia (excl. China),Europe
2009,Vietnam,Belgium,83132.47,Eastern and South-Eastern Asia (excl. China),Europe
2009,Indonesia,Germany,82588.19,Eastern and South-Eastern Asia (excl. China),Europe
2009,Colombia,Japan,75356.83,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2009,Indonesia,United States,74364.086,Eastern and South-Eastern Asia (excl. China),Northern America
2009,Mexico,United States,72304.945,Latin America and the Caribbean,Northern America
2009,United States,Canada,66350.48,Northern America,Northern America
2009,Peru,Germany,62049.21,Latin America and the Caribbean,Europe
2009,Vietnam,Japan,57541.926,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2009,Germany,United States,55960.03,Europe,Northern America
2009,Belgium,France,55281.613,Europe,Europe
2009,Indonesia,Japan,52954.43,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2009,Brazil,Spain,52909.312,Latin America and the Caribbean,Europe
2009,Cote d'Ivoire,Algeria,51756.383,Sub-Saharan Africa,Northern Africa and Western Asia
2009,Brazil,France,51237.04,Latin America and the Caribbean,Europe
2009,Honduras,Germany,50740.94,Latin America and the Caribbean,Europe
2009,Peru,United States,44393.062,Latin America and the Caribbean,Northern America
2009,India,Italy,43756.914,Central and Southern Asia,Europe
2009,Germany,Poland,43036.875,Europe,Europe
2009,Costa Rica,United States,42706.426,Latin America and the Caribbean,Northern America
2009,Brazil,Sweden,41603.297,Latin America and the Caribbean,Europe
2009,Uganda,Germany,36492.234,Sub-Saharan Africa,Europe
2009,Nicaragua,United States,35528.156,Latin America and the Caribbean,Northern America
2009,Colombia,Canada,34608.613,Latin America and the Caribbean,Northern America
2009,Guatemala,Japan,33757.137,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2009,Indonesia,Italy,33271.52,Eastern and South-Eastern Asia (excl. China),Europe
2009,Vietnam,France,32967.867,Eastern and South-Eastern Asia (excl. China),Europe
2009,Vietnam,"Korea, Republic",32897.83,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2009,Brazil,Syria,30096.986,Latin America and the Caribbean,Northern Africa and Western Asia
2009,Vietnam,United Kingdom,29987.613,Eastern and South-Eastern Asia (excl. China),Europe
2009,Brazil,Switzerland,28699.234,Latin America and the Caribbean,Europe
2009,Vietnam,Poland,28535.574,Eastern and South-Eastern Asia (excl. China),Europe
2009,Brazil,Argentina,28257.762,Latin America and the Caribbean,Latin America and the Caribbean
2009,Colombia,Germany,27906.771,Latin America and the Caribbean,Europe
2009,Belgium,Germany,27745.678,Europe,Europe
2009,Brazil,Finland,27591.43,Latin America and the Caribbean,Europe
2009,Indonesia,Algeria,27337.027,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia
2009,El Salvador,Germany,26926.752,Latin America and the Caribbean,Europe
2009,Belgium,Netherlands,26355.871,Europe,Europe
2009,Brazil,Canada,25652.266,Latin America and the Caribbean,Northern America
2009,Honduras,United States,25593.037,Latin America and the Caribbean,Northern America
2009,Germany,Poland,25451.502,Europe,Europe
2009,Papua New Guinea,Germany,24976.73,Oceania (excl. Australia and New Zealand),Europe
2009,Brazil,United Kingdom,24652.195,Latin America and the Caribbean,Europe
2009,Colombia,Belgium,24486.277,Latin America and the Caribbean,Europe
2009,El Salvador,United States,23940.787,Latin America and the Caribbean,Northern America
2009,Peru,Belgium,23759.713,Latin America and the Caribbean,Europe
2009,Uganda,Italy,23550.844,Sub-Saharan Africa,Europe
2009,Vietnam,Algeria,23298.53,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia
2009,Germany,France,23258.047,Europe,Europe
2009,Honduras,Belgium,22669.652,Latin America and the Caribbean,Europe
2009,Germany,Austria,22409.896,Europe,Europe
2009,Ethiopia,Germany,22371.033,Sub-Saharan Africa,Europe
2009,Ecuador,Colombia,22003.016,Latin America and the Caribbean,Latin America and the Caribbean
2009,Brazil,Greece,20439.234,Latin America and the Caribbean,Europe
2009,Peru,Colombia,20306.342,Latin America and the Caribbean,Latin America and the Caribbean
2009,Uganda,Former Sudan,20073.129,Sub-Saharan Africa,
2009,Vietnam,Philippines,19518.938,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2009,Vietnam,Malaysia,19343.234,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2009,Brazil,Lebanon,19300.7,Latin America and the Caribbean,Northern Africa and Western Asia
2009,Canada,United States,19170.117,Northern America,Northern America
2009,Brazil,Russian Federation,18909.236,Latin America and the Caribbean,Europe
2009,Colombia,United Kingdom,18598.457,Latin America and the Caribbean,Europe
2009,Vietnam,Russian Federation,18411.338,Eastern and South-Eastern Asia (excl. China),Europe
2009,Vietnam,India,18378.283,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia
2009,Vietnam,Switzerland,18035.684,Eastern and South-Eastern Asia (excl. China),Europe
2009,Indonesia,Russian Federation,17971.945,Eastern and South-Eastern Asia (excl. China),Europe
2009,Ethiopia,Saudi Arabia,17805.46,Sub-Saharan Africa,Northern Africa and Western Asia
2009,Uganda,Belgium,17712.361,Sub-Saharan Africa,Europe
2009,Germany,Denmark,17389.14,Europe,Europe
2009,Italy,Germany,17377.182,Europe,Europe
2009,Brazil,Netherlands,17340.152,Latin America and the Caribbean,Europe
2009,Vietnam,China,17256.023,Eastern and South-Eastern Asia (excl. China),China
2009,Indonesia,Malaysia,17060.96,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2009,Uganda,Switzerland,17035.43,Sub-Saharan Africa,Europe
2009,Guatemala,Canada,16964.87,Latin America and the Caribbean,Northern America
2009,Indonesia,Belgium,16675.324,Eastern and South-Eastern Asia (excl. China),Europe
2009,Brazil,"Korea, Republic",16664.645,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2009,Brazil,Slovenia,16432.227,Latin America and the Caribbean,Europe
2009,Indonesia,United Kingdom,15984.439,Eastern and South-Eastern Asia (excl. China),Europe
2009,Indonesia,Philippines,15977.014,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2009,Brazil,Turkey,15673.327,Latin America and the Caribbean,Northern Africa and Western Asia
2009,Uganda,Spain,15483.424,Sub-Saharan Africa,Europe
2009,Brazil,Norway,15409.606,Latin America and the Caribbean,Europe
2009,Italy,France,15007.404,Europe,Europe
2009,United States,Canada,14713.408,Northern America,Northern America
2009,China,Germany,14631.098,China,Europe
2009,Brazil,Bosnia Herzegovina,14002.871,Latin America and the Caribbean,Europe
2009,Colombia,"Korea, Republic",13653.984,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2009,Germany,Netherlands,13638.961,Europe,Europe
2009,Tanzania,Japan,13506.249,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China)
2009,Kenya,Germany,13356.219,Sub-Saharan Africa,Europe
2009,Guatemala,Germany,13302.406,Latin America and the Caribbean,Europe
2009,Germany,Austria,13255.62,Europe,Europe
2009,Belgium,France,13249.669,Europe,Europe
2009,Germany,Spain,13021.59,Europe,Europe
2009,Germany,Hungary,12864.996,Europe,Europe
2009,Brazil,Serbia,12849.107,Latin America and the Caribbean,Europe
2009,Cameroon,Italy,12387.18,Sub-Saharan Africa,Europe
2009,Colombia,Spain,12361.498,Latin America and the Caribbean,Europe
2009,Mexico,Germany,12286.541,Latin America and the Caribbean,Europe
2009,Papua New Guinea,United States,12270.079,Oceania (excl. Australia and New Zealand),Northern America
2009,Indonesia,Spain,12231.141,Eastern and South-Eastern Asia (excl. China),Europe
2009,Colombia,Sweden,12180.129,Latin America and the Caribbean,Europe
2009,Guatemala,Italy,12160.209,Latin America and the Caribbean,Europe
2009,Vietnam,Ecuador,11726.388,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean
2009,Tanzania,Italy,11708.391,Sub-Saharan Africa,Europe
2009,Belgium,Netherlands,11603.279,Europe,Europe
2009,Poland,Germany,11505.979,Europe,Europe
2009,Honduras,Italy,11479.02,Latin America and the Caribbean,Europe
2009,Vietnam,Indonesia,11471.445,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
