,Exporter,Importer,Exporter_region,Import_region,Weight
6734,Argentina,Brunei Darussalam,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),2.8600000000000003
6735,Malaysia,Namibia,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.851
6736,United Arab Emirates,Paraguay,Northern Africa and Western Asia,Latin America and the Caribbean,2.85
6737,Iran,New Caledonia,Central and Southern Asia,Oceania (excl. Australia and New Zealand),2.842
6738,Azerbaijan,Israel,Northern Africa and Western Asia,Northern Africa and Western Asia,2.8417773
6739,Israel,Portugal,Northern Africa and Western Asia,Europe,2.841298
6740,Canada,Argentina,Northern America,Latin America and the Caribbean,2.8375506445000003
6741,Ireland,Bahrain,Europe,Northern Africa and Western Asia,2.8355000000000006
6742,Trinidad and Tobago,British Virgin Islands,Latin America and the Caribbean,Latin America and the Caribbean,2.826
6743,Hungary,Sweden,Europe,Europe,2.821988
6744,Dominica,France,Latin America and the Caribbean,Europe,2.8211084399999997
6745,Niger,France,Sub-Saharan Africa,Europe,2.806
6746,"Korea, Republic",Poland,Eastern and South-Eastern Asia (excl. China),Europe,2.805670401
6747,Singapore,Iran,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,2.80097
6748,Portugal,Equatorial Guinea,Europe,Sub-Saharan Africa,2.798899
6749,Ukraine,Spain,Europe,Europe,2.794030861
6750,Cote d'Ivoire,Canada,Sub-Saharan Africa,Northern America,2.793348
6751,Malaysia,Mozambique,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.79132465
6752,United Kingdom,Uzbekistan,Europe,Central and Southern Asia,2.782
6753,Mali,Burundi,Sub-Saharan Africa,Sub-Saharan Africa,2.779
6754,Egypt,Latvia,Northern Africa and Western Asia,Europe,2.779
6755,Czech Republic,China,Europe,China,2.77845319
6756,Mali,Gabon,Sub-Saharan Africa,Sub-Saharan Africa,2.77
6757,Singapore,Bermuda,Eastern and South-Eastern Asia (excl. China),Northern America,2.7672
6758,Bulgaria,North Macedonia,Europe,Europe,2.7669099
6759,Indonesia,North Macedonia,Eastern and South-Eastern Asia (excl. China),Europe,2.764
6760,South Africa,Slovenia,Sub-Saharan Africa,Europe,2.763885686
6761,Czech Republic,Kazakhstan,Europe,Central and Southern Asia,2.763750678
6762,Malaysia,Peru,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,2.7567272999999997
6763,Pakistan,Austria,Central and Southern Asia,Europe,2.75630342
6764,Estonia,Kazakhstan,Europe,Central and Southern Asia,2.75342579
6765,Bulgaria,Serbia,Europe,Europe,2.751
6766,Azerbaijan,Djibouti,Northern Africa and Western Asia,Sub-Saharan Africa,2.75
6767,Uruguay,Poland,Latin America and the Caribbean,Europe,2.75
6768,Canada,Lebanon,Northern America,Northern Africa and Western Asia,2.747962801
6769,Greece,Slovakia,Europe,Europe,2.747
6770,Portugal,India,Europe,Central and Southern Asia,2.742
6771,Vietnam,Kiribati,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),2.74
6772,Georgia,Switzerland,Northern Africa and Western Asia,Europe,2.739838389
6773,South Africa,Togo,Sub-Saharan Africa,Sub-Saharan Africa,2.739
6774,Malaysia,Poland,Eastern and South-Eastern Asia (excl. China),Europe,2.73792833
6775,Albania,Italy,Europe,Europe,2.737
6776,"Congo, Republic",United States,Sub-Saharan Africa,Northern America,2.732
6777,Sudan,Malaysia,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),2.73
6778,France,Faeroe Islands,Europe,Europe,2.727859694
6779,Spain,Tanzania,Europe,Sub-Saharan Africa,2.7275622
6780,Bahrain,Philippines,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),2.726
6781,Russian Federation,Argentina,Europe,Latin America and the Caribbean,2.7258187
6782,Estonia,Moldova,Europe,Europe,2.7230000000000003
6783,Paraguay,South Africa,Latin America and the Caribbean,Sub-Saharan Africa,2.72097145
6784,Thailand,Palau,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),2.72065
6785,Bahrain,Yemen,Northern Africa and Western Asia,Northern Africa and Western Asia,2.719
6786,Ethiopia,"China, Hong Kong SAR",Sub-Saharan Africa,China,2.709
6787,Kiribati,Canada,Oceania (excl. Australia and New Zealand),Northern America,2.7079999999999997
6788,United Arab Emirates,Malawi,Northern Africa and Western Asia,Sub-Saharan Africa,2.7079999999999997
6789,Panama,Angola,Latin America and the Caribbean,Sub-Saharan Africa,2.705
6790,Philippines,India,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,2.7039999999999997
6791,India,Eswatini,Central and Southern Asia,Sub-Saharan Africa,2.70102245
6792,United Kingdom,Aruba,Europe,Latin America and the Caribbean,2.6959999999999997
6793,Costa Rica,Canada,Latin America and the Caribbean,Northern America,2.688982942
6794,Netherlands,Seychelles,Europe,Sub-Saharan Africa,2.688738977
6795,Paraguay,Croatia,Latin America and the Caribbean,Europe,2.6801839
6796,Iran,Saudi Arabia,Central and Southern Asia,Northern Africa and Western Asia,2.67752
6797,Canada,Bolivia,Northern America,Latin America and the Caribbean,2.6751300000000002
6798,Turkey,Iceland,Northern Africa and Western Asia,Europe,2.67
6799,South Africa,Dominican Republic,Sub-Saharan Africa,Latin America and the Caribbean,2.6699599999999997
6800,South Africa,Nepal,Sub-Saharan Africa,Central and Southern Asia,2.666
6801,Singapore,Azerbaijan,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,2.6642599999999996
6802,Egypt,New Zealand,Northern Africa and Western Asia,Australia and New Zealand,2.658
6803,Jamaica,China,Latin America and the Caribbean,China,2.6549899999999997
6804,Togo,Cameroon,Sub-Saharan Africa,Sub-Saharan Africa,2.65
6805,Finland,Belarus,Europe,Europe,2.6459999400000003
6806,Bahamas,Canada,Latin America and the Caribbean,Northern America,2.6391621
6807,Paraguay,Guatemala,Latin America and the Caribbean,Latin America and the Caribbean,2.638
6808,South Africa,Armenia,Sub-Saharan Africa,Northern Africa and Western Asia,2.637
6809,"China, Hong Kong SAR",Palau,China,Oceania (excl. Australia and New Zealand),2.63388
6810,Tanzania,Dominica,Sub-Saharan Africa,Latin America and the Caribbean,2.633
6811,Guinea,Sierra Leone,Sub-Saharan Africa,Sub-Saharan Africa,2.6279999999999997
6812,Israel,Romania,Northern Africa and Western Asia,Europe,2.6272729999999997
6813,Venezuela,Cuba,Latin America and the Caribbean,Latin America and the Caribbean,2.626
6814,Japan,Seychelles,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.62358
6815,Dominican Republic,Ecuador,Latin America and the Caribbean,Latin America and the Caribbean,2.60986
6816,Belgium,Bulgaria,Europe,Europe,2.605968216
6817,Colombia,Japan,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),2.6
6818,Pakistan,Mauritius,Central and Southern Asia,Sub-Saharan Africa,2.5978403
6819,Botswana,Pakistan,Sub-Saharan Africa,Central and Southern Asia,2.596
6820,Bahamas,Pakistan,Latin America and the Caribbean,Central and Southern Asia,2.596
6821,Canada,Turkey,Northern America,Northern Africa and Western Asia,2.595
6822,Greece,Norway,Europe,Europe,2.59307047
6823,Pakistan,Maldives,Central and Southern Asia,Central and Southern Asia,2.5740000000000003
6824,Pakistan,Seychelles,Central and Southern Asia,Sub-Saharan Africa,2.57205
6825,Italy,Azerbaijan,Europe,Northern Africa and Western Asia,2.56905611
6826,Austria,Kuwait,Europe,Northern Africa and Western Asia,2.565525755
6827,Denmark,Iran,Europe,Central and Southern Asia,2.563
6828,Paraguay,Austria,Latin America and the Caribbean,Europe,2.5592585
6829,Australia,Pitcairn,Australia and New Zealand,Oceania (excl. Australia and New Zealand),2.558
6830,Singapore,Gabon,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.555
6831,Singapore,Tonga,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),2.5504
6832,Cameroon,Poland,Sub-Saharan Africa,Europe,2.549
6833,Somalia,Ghana,Sub-Saharan Africa,Sub-Saharan Africa,2.5442699999999996
6834,Algeria,Jordan,Northern Africa and Western Asia,Northern Africa and Western Asia,2.5360000000000005
6835,China,Andorra,China,Europe,2.5344499999999996
6836,Syria,Venezuela,Northern Africa and Western Asia,Latin America and the Caribbean,2.534
6837,Poland,Ghana,Europe,Sub-Saharan Africa,2.531202
6838,Romania,China,Europe,China,2.5289135
6839,Israel,Czech Republic,Northern Africa and Western Asia,Europe,2.528601
6840,Chile,Nigeria,Latin America and the Caribbean,Sub-Saharan Africa,2.527047
6841,Saint Lucia,Estonia,Latin America and the Caribbean,Europe,2.5246
6842,Jordan,Morocco,Northern Africa and Western Asia,Northern Africa and Western Asia,2.52
6843,"Korea, Republic",Nepal,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,2.51709442
6844,Bulgaria,Israel,Europe,Northern Africa and Western Asia,2.51672336
6845,Denmark,Bhutan,Europe,Central and Southern Asia,2.516
6846,Oman,Japan,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),2.51
6847,Slovenia,Denmark,Europe,Europe,2.509
6848,Ireland,Bosnia Herzegovina,Europe,Europe,2.50775982
6849,Russian Federation,Lebanon,Europe,Northern Africa and Western Asia,2.507
6850,France,Armenia,Europe,Northern Africa and Western Asia,2.506481685
6851,Saudi Arabia,Senegal,Northern Africa and Western Asia,Sub-Saharan Africa,2.505
6852,Guinea-Bissau,Portugal,Sub-Saharan Africa,Europe,2.505
6853,Madagascar,Greece,Sub-Saharan Africa,Europe,2.503813423
6854,Turkey,Cambodia,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),2.50314815
6855,Iran,Yemen,Central and Southern Asia,Northern Africa and Western Asia,2.5
6856,Qatar,Jordan,Northern Africa and Western Asia,Northern Africa and Western Asia,2.5
6857,Uganda,Belarus,Sub-Saharan Africa,Europe,2.5
6858,Iran,Lithuania,Central and Southern Asia,Europe,2.5
6859,Rwanda,Singapore,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),2.4969075999999997
6860,United Arab Emirates,Slovakia,Northern Africa and Western Asia,Europe,2.492344
6861,Austria,Bahrain,Europe,Northern Africa and Western Asia,2.490344057
6862,France,Antigua and Barbuda,Europe,Latin America and the Caribbean,2.4881153
6863,Romania,Lebanon,Europe,Northern Africa and Western Asia,2.486
6864,Pakistan,Tanzania,Central and Southern Asia,Sub-Saharan Africa,2.4850000000000003
6865,France,Bosnia Herzegovina,Europe,Europe,2.484126234
6866,"Korea, Republic",Angola,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.48205677
6867,Denmark,Bosnia Herzegovina,Europe,Europe,2.482
6868,"Korea, Republic",Seychelles,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.479434
6869,Switzerland,Zambia,Europe,Sub-Saharan Africa,2.47906
6870,Cote d'Ivoire,Mauritania,Sub-Saharan Africa,Sub-Saharan Africa,2.4779999999999998
6871,Algeria,Niger,Northern Africa and Western Asia,Sub-Saharan Africa,2.474
6872,Guatemala,Sweden,Latin America and the Caribbean,Europe,2.4735259999999997
6873,Suriname,Netherlands,Latin America and the Caribbean,Europe,2.473456946
6874,Finland,United States,Europe,Northern America,2.4699819
6875,Mauritius,Germany,Sub-Saharan Africa,Europe,2.46760122
6876,Japan,El Salvador,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,2.46643
6877,Morocco,Finland,Northern Africa and Western Asia,Europe,2.4657109999999998
6878,Canada,Bangladesh,Northern America,Central and Southern Asia,2.4640354380000002
6879,Gabon,Mali,Sub-Saharan Africa,Sub-Saharan Africa,2.464
6880,North Macedonia,Norway,Europe,Europe,2.4632697500000003
6881,"Congo, Democratic Republic",Canada,Sub-Saharan Africa,Northern America,2.463
6882,Lebanon,China,Northern Africa and Western Asia,China,2.459
6883,Afghanistan,Egypt,Central and Southern Asia,Northern Africa and Western Asia,2.458
6884,Ghana,Cameroon,Sub-Saharan Africa,Sub-Saharan Africa,2.455
6885,Thailand,Sudan,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,2.45220881
6886,Italy,Vietnam,Europe,Eastern and South-Eastern Asia (excl. China),2.4497269999999998
6887,Bulgaria,Croatia,Europe,Europe,2.449364106
6888,Thailand,Mayotte,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.448
6889,Portugal,Kuwait,Europe,Northern Africa and Western Asia,2.444
6890,Australia,Cook Islands,Australia and New Zealand,Oceania (excl. Australia and New Zealand),2.443
6891,Antigua and Barbuda,"Korea, Republic",Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),2.43
6892,"China, Hong Kong SAR",Bermuda,China,Northern America,2.429
6893,Canada,French Polynesia,Northern America,Oceania (excl. Australia and New Zealand),2.4276117150000003
6894,Rwanda,Chad,Sub-Saharan Africa,Sub-Saharan Africa,2.42557
6895,Saint Lucia,France,Latin America and the Caribbean,Europe,2.41954115
6896,Ethiopia,Belgium,Sub-Saharan Africa,Europe,2.41476
6897,Egypt,Ethiopia,Northern Africa and Western Asia,Sub-Saharan Africa,2.4145499999999998
6898,Spain,Curacao,Europe,Latin America and the Caribbean,2.41
6899,New Zealand,"China, Macao SAR",Australia and New Zealand,China,2.4047041024999998
6900,Chile,Burkina Faso,Latin America and the Caribbean,Sub-Saharan Africa,2.4
6901,Germany,Eritrea,Europe,Sub-Saharan Africa,2.4
6902,Argentina,Senegal,Latin America and the Caribbean,Sub-Saharan Africa,2.4
6903,New Zealand,Sweden,Australia and New Zealand,Europe,2.3988449999999997
6904,Turkey,Comoros,Northern Africa and Western Asia,Sub-Saharan Africa,2.3979999999999997
6905,"Korea, Democratic People’s Republic",Pakistan,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,2.396
6906,Cameroon,Cote d'Ivoire,Sub-Saharan Africa,Sub-Saharan Africa,2.384
6907,Israel,Gambia,Northern Africa and Western Asia,Sub-Saharan Africa,2.377
6908,Kenya,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,2.3762449500000002
6909,Canada,Iran,Northern America,Central and Southern Asia,2.375
6910,Germany,Saint Vincent and the Grenadines,Europe,Latin America and the Caribbean,2.37115002
6911,New Zealand,New Zealand,Australia and New Zealand,Australia and New Zealand,2.353151
6912,Nepal,Hungary,Central and Southern Asia,Europe,2.352998901
6913,Sri Lanka,El Salvador,Central and Southern Asia,Latin America and the Caribbean,2.35182
6914,Australia,Denmark,Australia and New Zealand,Europe,2.35105576
6915,United Kingdom,Malawi,Europe,Sub-Saharan Africa,2.34987
6916,Poland,Gambia,Europe,Sub-Saharan Africa,2.349
6917,Hungary,Malta,Europe,Europe,2.3472399999999998
6918,Turkey,Hungary,Northern Africa and Western Asia,Europe,2.347026215
6919,Cambodia,Japan,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),2.3431509999999998
6920,Montenegro,Pakistan,Europe,Central and Southern Asia,2.339
6921,Bulgaria,Antigua and Barbuda,Europe,Latin America and the Caribbean,2.339
6922,Russian Federation,Lao PDR,Europe,Eastern and South-Eastern Asia (excl. China),2.338
6923,Brunei Darussalam,"China, Hong Kong SAR",Eastern and South-Eastern Asia (excl. China),China,2.338
6924,Malta,United Arab Emirates,Europe,Northern Africa and Western Asia,2.331
6925,Tanzania,Kuwait,Sub-Saharan Africa,Northern Africa and Western Asia,2.329
6926,Thailand,Jamaica,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,2.327
6927,Egypt,Georgia,Northern Africa and Western Asia,Northern Africa and Western Asia,2.31862
6928,Syria,Cote d'Ivoire,Northern Africa and Western Asia,Sub-Saharan Africa,2.316
6929,France,Sao Tome and Principe,Europe,Sub-Saharan Africa,2.313418005
6930,Indonesia,Sao Tome and Principe,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.3120000000000003
6931,Paraguay,Slovenia,Latin America and the Caribbean,Europe,2.30699996
6932,Japan,Honduras,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,2.30566
6933,Bolivia,Canada,Latin America and the Caribbean,Northern America,2.3055900799999995
6934,Ireland,"China, Macao SAR",Europe,China,2.3
6935,Indonesia,Togo,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.3
6936,Thailand,Colombia,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,2.29834
6937,Qatar,Ghana,Northern Africa and Western Asia,Sub-Saharan Africa,2.29738
6938,Thailand,Barbados,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,2.294
6939,Netherlands,Armenia,Europe,Northern Africa and Western Asia,2.2936213619999997
6940,Italy,Paraguay,Europe,Latin America and the Caribbean,2.291533922
6941,"Korea, Republic",Equatorial Guinea,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.291
6942,Syria,Trinidad and Tobago,Northern Africa and Western Asia,Latin America and the Caribbean,2.29
6943,South Africa,Mayotte,Sub-Saharan Africa,Sub-Saharan Africa,2.287799585
6944,Peru,Australia,Latin America and the Caribbean,Australia and New Zealand,2.28548864
6945,Malaysia,Greece,Eastern and South-Eastern Asia (excl. China),Europe,2.2846724899999997
6946,Netherlands,Niger,Europe,Sub-Saharan Africa,2.28090626
6947,Pakistan,Uzbekistan,Central and Southern Asia,Central and Southern Asia,2.28
6948,Gibraltar,Angola,Europe,Sub-Saharan Africa,2.274
6949,"Korea, Democratic People’s Republic",Papua New Guinea,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),2.27122
6950,Slovakia,United Arab Emirates,Europe,Northern Africa and Western Asia,2.27111
6951,Suriname,Bahrain,Latin America and the Caribbean,Northern Africa and Western Asia,2.268
6952,Italy,Burundi,Europe,Sub-Saharan Africa,2.2640000000000002
6953,Peru,Ecuador,Latin America and the Caribbean,Latin America and the Caribbean,2.26239993
6954,Canada,Palau,Northern America,Oceania (excl. Australia and New Zealand),2.255
6955,Trinidad and Tobago,United Kingdom,Latin America and the Caribbean,Europe,2.250573
